28974	10.838688	0.247607	3
76194	7.580566	0.722876	1
54955	11.233612	0.351298	3
31313	11.943613	1.127899	3
68492	12.300292	1.035037	1
26859	3.882568	1.398662	1
67512	7.890671	0.242578	1
73334	9.297453	0.845533	3
23299	5.508078	0.054609	2
16706	4.582681	1.021840	2
72190	13.351292	0.176555	1
12671	7.175170	1.300504	2
64011	11.789205	0.343980	1
4813	6.484709	0.289118	2
29687	12.075412	1.447243	3
40005	2.313134	1.400306	1
38950	11.934891	1.083990	3
11860	3.264962	0.613986	2
41908	9.756547	1.159786	3
68151	5.378797	0.169995	1
6185	0.699973	1.645072	2
3748	3.064520	0.107385	2
45165	11.307217	0.769090	3
9339	2.232932	0.744494	2
8993	5.092907	0.635287	2
25270	9.065462	1.036543	3
58598	2.887313	1.385122	1
73406	11.617025	1.209331	1
43674	5.277172	0.478537	3
29223	9.631169	1.610376	3
43441	8.978336	0.540323	3
68893	6.657831	0.870984	1
33559	12.006349	0.060081	3
27237	6.705176	1.366604	3
34656	8.146308	0.203882	3
26083	11.884995	1.465406	3
6353	5.823984	1.477064	2
4944	0.000000	0.035725	2
46260	10.066923	1.286068	3
11260	2.868586	0.054104	2
10195	2.878855	1.257580	2
18523	8.747779	0.736812	3
42265	9.268894	1.346163	3
10108	4.130198	1.067124	2
76001	8.349387	0.456732	1
57258	2.447846	0.091593	1
13430	1.710421	0.743187	2
7967	1.854660	1.602775	2
50107	5.610582	0.149019	1
5261	4.569461	0.714977	2
73853	8.993067	0.036028	1
12683	3.153912	1.624444	2
40626	10.159531	1.302566	3
40359	1.264418	1.223469	1
68229	8.932892	0.692517	1
26989	7.142854	1.237859	3
30244	9.585906	0.677965	3
25494	5.120237	0.235712	2
44296	10.151937	0.296656	3
29677	13.565502	1.535877	3
23232	9.288434	0.145893	3
30891	10.073046	0.827485	3
29843	10.201924	0.058454	3
7717	3.924144	0.819655	2
73961	10.913959	1.643623	1
27975	11.349513	1.333425	3
15339	4.267225	1.459476	2
28144	1.153429	1.694597	1
34017	10.339018	1.377988	3
81360	16.881790	0.575034	1
33431	10.554001	1.641222	3
6827	1.875330	0.329483	2
10315	1.479547	0.219968	2
19286	3.493909	0.643488	2
13579	4.764805	1.067901	2
16138	5.018387	1.077799	2
28826	3.536924	0.275397	1
446	0.000000	0.319816	2
14620	5.662523	1.070669	2
42861	9.237546	0.843876	3
36637	1.717272	0.301039	1
27719	2.622870	1.472081	1
37379	11.831059	0.161238	3
26336	3.195870	1.160119	1
66685	8.231487	0.649068	1
21593	9.489641	0.276994	3
14392	5.395312	0.811909	2
9209	6.314539	0.424510	2
37469	0.644477	0.245385	1
26858	2.480188	1.398008	1
36792	9.510912	0.949764	3
45051	13.073328	0.998047	3
45054	10.016081	1.562317	3
60514	8.607674	1.177402	1
4543	4.771029	1.307985	2
11865	1.028012	0.219385	2
54869	3.372357	0.013003	1
28016	10.376547	0.118696	3
10984	5.131145	0.878722	2
13989	1.476969	0.295673	2
14377	0.973080	0.908102	2
5039	1.755328	0.066530	2
76974	9.282167	1.547008	1
7949	5.468900	1.101377	2
21081	7.379042	0.385461	2
34200	3.019914	0.103846	1
12758	2.347200	0.694994	2
8461	5.632185	0.048686	2
12846	2.712461	0.730693	2
38876	11.222110	0.357458	3
31096	11.029573	1.187686	3
19219	3.416878	1.653226	2
42002	8.374957	0.317321	3
75137	15.335697	0.358641	1
65455	12.188489	0.664385	1
49796	3.055786	1.682294	1
29578	9.816781	0.858423	3
7237	0.458452	1.097498	2
2878	0.000000	0.245790	2
39679	7.893467	0.234135	3
65819	8.866395	1.418353	1
70831	10.422464	1.584510	1
38936	2.853508	0.660547	1
65682	12.883172	1.302992	1
36129	12.527785	0.739251	3
4129	0.000000	0.605426	2
32693	9.644259	0.436968	3
41943	12.224080	1.217773	3
37422	0.868866	0.294223	1
20962	5.920334	1.232129	2
3480	4.496522	1.363272	2
35490	10.255681	0.303557	3
382	4.793415	1.558763	2
3551	8.101719	0.363992	2
36850	11.013088	0.881277	3
9993	0.000000	0.410392	2
24122	8.679127	0.552026	3
36155	1.114330	1.082668	1
22560	11.554734	0.045251	3
7272	2.665207	0.464439	2
23731	0.000000	0.573740	1
30615	11.474835	1.435974	3
83447	11.192520	0.919809	1
68103	11.621606	1.521457	1
46277	6.356906	1.411939	3
6390	6.070284	0.355761	2
36445	3.031727	0.468470	1
79644	11.309392	1.382453	1
25104	7.085151	0.027203	3
16813	7.463625	0.207246	2
28444	12.107241	0.461981	3
12097	1.266634	0.543625	2
30209	10.146890	0.717604	3
67740	5.104809	1.000608	1
40317	3.720258	0.384388	1
26789	11.783257	1.363868	3
12678	1.823961	1.091041	2
9057	0.000000	1.251622	2
6082	3.182603	1.121197	2
52892	9.757946	0.057242	3
77139	11.553934	1.216611	1
24705	10.484287	0.543013	3
46349	12.873849	0.273999	3
35718	10.362633	1.614553	3
6814	5.219404	0.256955	2
35552	7.418710	0.707439	3
17172	4.333453	1.674201	2
0	5.096822	1.157263	2
10829	1.863642	1.246244	2
8910	13.027584	1.489234	2
45800	11.863331	0.586244	3
8573	0.406101	1.069006	2
50859	12.632957	0.329181	3
4955	3.316718	1.639036	2
23833	1.872324	1.315667	1
34506	0.000000	0.915268	1
63698	7.999395	0.980280	3
42702	0.839010	0.969350	1
71128	10.520358	0.373788	1
51134	3.184422	1.579083	1
73334	11.805594	1.514489	1
13280	6.150500	0.879182	2
10721	3.300555	1.458231	2
28544	3.489357	0.351775	1
30883	11.140107	0.448891	3
6676	0.344321	1.361671	2
54622	4.082296	0.776761	1
45856	6.399453	0.243634	1
68435	15.134851	0.529471	1
32426	12.694777	0.511217	3
44454	8.235965	1.533856	3
43084	10.473082	1.584679	3
54781	7.810178	1.420573	3
37734	13.457277	1.455593	3
37569	11.428990	1.393440	3
